user_id,product_id,action,timestamp
user-0002,,search,2026-04-04T07:55:51Z
user-0002,,browse_products,2026-04-04T07:56:09Z
user-0002,,browse_products,2026-04-04T07:56:52Z
user-0002,10,view,2026-04-04T07:58:01Z
user-0002,10,add_to_cart,2026-04-04T07:58:53Z
user-0002,,search,2026-04-04T08:00:05Z
user-0002,2,view,2026-04-04T08:01:26Z
user-0002,,search,2026-04-04T08:01:45Z
user-0002,16,view,2026-04-04T08:02:29Z
user-0002,,search,2026-04-04T08:03:46Z
user-0002,53,view,2026-04-04T08:04:01Z
user-0002,,search,2026-04-04T08:04:14Z
user-0002,9,view,2026-04-04T08:05:27Z
user-0002,36,click,2026-04-04T08:06:56Z
user-0002,56,view,2026-04-04T08:07:22Z
user-0002,14,click,2026-04-04T08:08:44Z
user-0002,14,add_to_cart,2026-04-04T08:09:58Z
user-0002,26,view,2026-04-04T08:10:28Z
user-0002,29,view,2026-04-04T08:11:58Z
user-0002,16,click,2026-04-04T08:13:09Z
user-0002,2,view,2026-04-04T08:13:42Z
user-0002,38,view,2026-04-04T08:15:02Z
user-0002,46,click,2026-04-04T08:15:35Z
user-0002,5,view,2026-04-04T08:17:00Z
user-0002,36,add_to_cart,2026-04-04T08:17:09Z
user-0002,,checkout,2026-04-04T08:18:19Z
user-0002,36,purchase,2026-04-04T08:19:49Z
user-0002,,search,2026-04-04T08:20:10Z
user-0002,51,view,2026-04-04T08:21:28Z
user-0002,16,add_to_cart,2026-04-04T08:22:33Z
user-0002,,checkout,2026-04-04T08:22:50Z
user-0002,14,purchase,2026-04-04T08:23:50Z
user-0002,,browse_recommended,2026-04-04T08:24:54Z
user-0002,,browse_recommended,2026-04-04T08:26:22Z
user-0002,47,view,2026-04-04T08:26:39Z
user-0002,8,add_to_cart,2026-04-04T08:27:27Z
user-0002,,checkout,2026-04-04T08:28:03Z
user-0002,14,purchase,2026-04-04T08:29:16Z
user-0002,,browse_recommended,2026-04-04T08:29:44Z
user-0002,56,view,2026-04-04T08:29:58Z
user-0002,42,click,2026-04-04T08:31:13Z
user-0002,,browse_recommended,2026-04-04T08:32:27Z
user-0002,,browse_recommended,2026-04-04T08:32:43Z
user-0002,32,view,2026-04-04T08:33:18Z
user-0002,26,click,2026-04-04T08:34:24Z
user-0002,1,view,2026-04-04T08:34:36Z
user-0002,51,click,2026-04-04T08:35:30Z
user-0002,45,view,2026-04-04T08:36:33Z
user-0002,32,view,2026-04-04T08:37:49Z
user-0002,14,click,2026-04-04T08:38:13Z
user-0002,46,add_to_cart,2026-04-04T08:38:25Z
user-0002,4,view,2026-04-04T08:38:37Z
user-0002,33,view,2026-04-04T08:38:48Z
user-0002,33,click,2026-04-04T08:40:00Z
user-0002,,browse_recommended,2026-04-04T08:40:15Z
user-0002,44,view,2026-04-04T08:40:28Z
user-0002,57,click,2026-04-04T08:41:03Z
user-0002,39,view,2026-04-04T08:42:20Z
user-0002,27,view,2026-04-04T08:42:30Z
user-0002,34,view,2026-04-04T08:43:59Z
user-0002,,search,2026-04-04T08:44:44Z
user-0002,21,view,2026-04-04T08:45:15Z
user-0002,9,click,2026-04-04T08:45:50Z
user-0003,,browse_products,2026-04-08T16:15:19Z
user-0003,,search,2026-04-08T16:16:04Z
user-0003,1,view,2026-04-08T16:16:18Z
user-0003,40,click,2026-04-08T16:17:21Z
user-0003,1,add_to_cart,2026-04-08T16:18:38Z
user-0003,,checkout,2026-04-08T16:18:52Z
user-0003,1,purchase,2026-04-08T16:20:05Z
user-0003,,browse_recommended,2026-04-08T16:20:26Z
user-0003,29,view,2026-04-08T16:21:18Z
user-0003,29,add_to_cart,2026-04-08T16:22:32Z
user-0003,,checkout,2026-04-08T16:24:00Z
user-0003,40,add_to_cart,2026-04-08T16:25:30Z
user-0003,,checkout,2026-04-08T16:26:59Z
user-0003,1,purchase,2026-04-08T16:27:21Z
user-0003,,browse_products,2026-04-08T16:28:36Z
user-0003,22,view,2026-04-08T16:29:58Z
user-0003,55,view,2026-04-08T16:30:29Z
user-0003,17,click,2026-04-08T16:31:07Z
user-0003,28,view,2026-04-08T16:31:18Z
user-0003,22,click,2026-04-08T16:31:58Z
user-0003,55,add_to_cart,2026-04-08T16:32:19Z
user-0003,36,view,2026-04-08T16:32:44Z
user-0003,8,view,2026-04-08T16:33:43Z
user-0003,,search,2026-04-08T16:33:57Z
user-0003,54,view,2026-04-08T16:34:21Z
user-0003,10,view,2026-04-08T16:35:13Z
user-0003,20,click,2026-04-08T16:36:13Z
user-0003,,browse_recommended,2026-04-08T16:37:04Z
user-0003,,browse_products,2026-04-08T16:37:14Z
user-0003,43,view,2026-04-08T16:37:45Z
user-0003,36,click,2026-04-08T16:38:03Z
user-0003,,search,2026-04-08T16:39:00Z
user-0003,,browse_recommended,2026-04-08T16:39:24Z
user-0003,,browse_products,2026-04-08T16:39:59Z
user-0003,,browse_products,2026-04-08T16:40:26Z
user-0003,60,view,2026-04-08T16:40:34Z
user-0003,43,add_to_cart,2026-04-08T16:41:21Z
user-0003,52,click,2026-04-08T16:42:51Z
user-0003,51,view,2026-04-08T16:43:27Z
user-0003,3,click,2026-04-08T16:43:45Z
user-0003,53,view,2026-04-08T16:44:50Z
user-0003,53,click,2026-04-08T16:45:53Z
user-0003,43,view,2026-04-08T16:46:27Z
user-0003,18,click,2026-04-08T16:46:56Z
user-0003,,search,2026-04-08T16:47:09Z
user-0003,33,view,2026-04-08T16:47:49Z
user-0003,54,view,2026-04-08T16:48:45Z
user-0003,2,click,2026-04-08T16:49:58Z
user-0003,,browse_recommended,2026-04-08T16:50:17Z
user-0003,17,view,2026-04-08T16:50:55Z
user-0003,28,click,2026-04-08T16:51:04Z
user-0003,54,add_to_cart,2026-04-08T16:51:53Z
user-0003,33,view,2026-04-08T16:52:53Z
user-0003,37,click,2026-04-08T16:53:12Z
user-0003,46,view,2026-04-08T16:53:41Z
user-0003,60,click,2026-04-08T16:54:41Z
user-0003,20,add_to_cart,2026-04-08T16:55:54Z
user-0003,,checkout,2026-04-08T16:56:45Z
user-0003,,browse_recommended,2026-04-08T16:58:15Z
user-0003,55,view,2026-04-08T16:59:39Z
user-0003,53,add_to_cart,2026-04-08T16:59:59Z
user-0003,,checkout,2026-04-08T17:01:08Z
user-0003,43,purchase,2026-04-08T17:02:05Z
user-0003,,browse_products,2026-04-08T17:03:20Z
user-0003,,browse_recommended,2026-04-08T17:04:50Z
user-0003,20,view,2026-04-08T17:05:17Z
user-0003,1,click,2026-04-08T17:06:13Z
user-0003,28,view,2026-04-08T17:06:56Z
user-0003,21,view,2026-04-08T17:08:15Z
user-0004,,browse_products,2026-04-06T08:38:28Z
user-0004,,search,2026-04-06T08:39:38Z
user-0004,51,view,2026-04-06T08:40:43Z
user-0004,43,click,2026-04-06T08:41:09Z
user-0004,43,add_to_cart,2026-04-06T08:41:24Z
user-0004,,checkout,2026-04-06T08:42:34Z
user-0004,43,purchase,2026-04-06T08:44:03Z
user-0004,,browse_recommended,2026-04-06T08:44:19Z
user-0004,3,view,2026-04-06T08:44:49Z
user-0004,,search,2026-04-06T08:45:25Z
user-0004,,browse_products,2026-04-06T08:46:48Z
user-0004,57,view,2026-04-06T08:47:02Z
user-0004,46,view,2026-04-06T08:48:27Z
user-0004,16,click,2026-04-06T08:49:21Z
user-0004,51,add_to_cart,2026-04-06T08:49:44Z
user-0004,15,click,2026-04-06T08:50:02Z
user-0004,,browse_recommended,2026-04-06T08:50:29Z
user-0004,36,view,2026-04-06T08:51:40Z
user-0004,,search,2026-04-06T08:52:16Z
user-0004,52,view,2026-04-06T08:52:36Z
user-0004,36,view,2026-04-06T08:53:40Z
user-0004,49,click,2026-04-06T08:55:01Z
user-0004,52,add_to_cart,2026-04-06T08:56:02Z
user-0004,36,click,2026-04-06T08:57:01Z
user-0004,,browse_recommended,2026-04-06T08:58:03Z
user-0004,49,view,2026-04-06T08:59:08Z
user-0004,46,add_to_cart,2026-04-06T08:59:44Z
user-0004,,checkout,2026-04-06T09:00:55Z
user-0004,43,purchase,2026-04-06T09:01:30Z
user-0004,,browse_products,2026-04-06T09:02:11Z
user-0004,,browse_products,2026-04-06T09:02:56Z
user-0004,15,view,2026-04-06T09:03:11Z
user-0004,46,view,2026-04-06T09:04:05Z
user-0004,27,click,2026-04-06T09:04:37Z
user-0004,27,view,2026-04-06T09:05:24Z
user-0004,27,click,2026-04-06T09:05:36Z
user-0004,,search,2026-04-06T09:06:30Z
user-0004,,browse_recommended,2026-04-06T09:07:49Z
user-0004,,browse_products,2026-04-06T09:07:56Z
user-0004,1,view,2026-04-06T09:09:14Z
user-0004,25,click,2026-04-06T09:10:04Z
user-0004,48,view,2026-04-06T09:11:02Z
user-0004,36,add_to_cart,2026-04-06T09:12:16Z
user-0004,,checkout,2026-04-06T09:13:23Z
user-0004,46,purchase,2026-04-06T09:14:23Z
user-0004,,browse_products,2026-04-06T09:15:11Z
user-0004,,browse_products,2026-04-06T09:15:37Z
user-0004,,browse_recommended,2026-04-06T09:15:58Z
user-0004,26,view,2026-04-06T09:17:11Z
user-0004,2,view,2026-04-06T09:18:31Z
user-0004,9,view,2026-04-06T09:18:46Z
user-0004,17,click,2026-04-06T09:19:50Z
user-0004,30,view,2026-04-06T09:20:43Z
user-0005,,browse_products,2026-04-05T04:09:48Z
user-0005,,search,2026-04-05T04:10:28Z
user-0005,17,view,2026-04-05T04:11:26Z
user-0005,31,click,2026-04-05T04:11:41Z
user-0005,17,add_to_cart,2026-04-05T04:11:48Z
user-0005,,checkout,2026-04-05T04:12:37Z
user-0005,17,purchase,2026-04-05T04:13:10Z
user-0005,,browse_recommended,2026-04-05T04:13:18Z
user-0005,9,view,2026-04-05T04:14:42Z
user-0005,37,view,2026-04-05T04:15:47Z
user-0005,17,click,2026-04-05T04:16:19Z
user-0005,39,view,2026-04-05T04:17:11Z
user-0005,31,add_to_cart,2026-04-05T04:17:30Z
user-0005,,checkout,2026-04-05T04:18:14Z
user-0005,,browse_recommended,2026-04-05T04:18:22Z
user-0005,25,view,2026-04-05T04:19:40Z
user-0005,,search,2026-04-05T04:20:35Z
user-0005,45,view,2026-04-05T04:21:05Z
user-0005,45,click,2026-04-05T04:22:30Z
user-0005,,browse_recommended,2026-04-05T04:23:13Z
user-0005,,browse_products,2026-04-05T04:24:34Z
user-0005,23,view,2026-04-05T04:25:51Z
user-0005,24,click,2026-04-05T04:27:04Z
user-0005,22,view,2026-04-05T04:27:17Z
user-0005,45,add_to_cart,2026-04-05T04:27:23Z
user-0005,,checkout,2026-04-05T04:27:41Z
user-0005,31,purchase,2026-04-05T04:28:32Z
user-0005,,search,2026-04-05T04:28:56Z
user-0005,,browse_recommended,2026-04-05T04:30:07Z
user-0005,59,view,2026-04-05T04:30:46Z
user-0005,45,add_to_cart,2026-04-05T04:31:59Z
user-0005,38,click,2026-04-05T04:32:59Z
user-0005,16,view,2026-04-05T04:33:38Z
user-0005,29,click,2026-04-05T04:33:54Z
user-0005,59,add_to_cart,2026-04-05T04:34:30Z
user-0005,,checkout,2026-04-05T04:35:18Z
user-0005,31,purchase,2026-04-05T04:36:04Z
user-0005,,browse_products,2026-04-05T04:36:54Z
user-0005,,browse_products,2026-04-05T04:37:34Z
user-0005,34,view,2026-04-05T04:38:14Z
user-0005,47,click,2026-04-05T04:38:43Z
user-0005,49,view,2026-04-05T04:39:40Z
user-0005,42,view,2026-04-05T04:40:15Z
user-0005,2,click,2026-04-05T04:41:22Z
user-0005,26,view,2026-04-05T04:41:38Z
user-0005,38,click,2026-04-05T04:42:14Z
user-0005,34,view,2026-04-05T04:43:06Z
user-0005,48,click,2026-04-05T04:43:55Z
user-0005,45,view,2026-04-05T04:45:10Z
user-0005,17,click,2026-04-05T04:46:13Z
user-0005,13,view,2026-04-05T04:46:47Z
user-0005,35,click,2026-04-05T04:47:32Z
user-0005,48,view,2026-04-05T04:48:00Z
user-0005,38,click,2026-04-05T04:49:06Z
user-0005,37,add_to_cart,2026-04-05T04:50:18Z
user-0005,,checkout,2026-04-05T04:50:47Z
user-0005,17,purchase,2026-04-05T04:51:38Z
user-0005,,browse_recommended,2026-04-05T04:52:51Z
user-0005,45,view,2026-04-05T04:53:02Z
user-0005,49,view,2026-04-05T04:53:23Z
user-0005,1,click,2026-04-05T04:54:30Z
user-0005,31,view,2026-04-05T04:55:48Z
user-0005,4,click,2026-04-05T04:56:49Z
user-0005,,search,2026-04-05T04:57:26Z
user-0006,,browse_products,2026-04-02T15:09:52Z
user-0006,,search,2026-04-02T15:10:48Z
user-0006,5,view,2026-04-02T15:11:55Z
user-0006,41,click,2026-04-02T15:13:13Z
user-0006,5,add_to_cart,2026-04-02T15:13:24Z
user-0006,,checkout,2026-04-02T15:13:48Z
user-0006,,browse_recommended,2026-04-02T15:15:05Z
user-0006,27,view,2026-04-02T15:15:25Z
user-0006,40,view,2026-04-02T15:16:47Z
user-0006,40,add_to_cart,2026-04-02T15:17:20Z
user-0006,,search,2026-04-02T15:18:22Z
user-0006,,browse_products,2026-04-02T15:19:05Z
user-0006,40,view,2026-04-02T15:20:04Z
user-0006,48,view,2026-04-02T15:20:16Z
user-0006,,search,2026-04-02T15:20:33Z
user-0006,17,view,2026-04-02T15:21:04Z
user-0006,16,click,2026-04-02T15:22:33Z
user-0006,27,add_to_cart,2026-04-02T15:23:00Z
user-0006,,checkout,2026-04-02T15:23:05Z
user-0006,5,purchase,2026-04-02T15:24:26Z
user-0006,,browse_products,2026-04-02T15:25:00Z
user-0006,15,view,2026-04-02T15:26:03Z
user-0006,40,add_to_cart,2026-04-02T15:26:41Z
user-0006,,checkout,2026-04-02T15:27:40Z
user-0006,27,purchase,2026-04-02T15:28:13Z
user-0006,,browse_recommended,2026-04-02T15:28:36Z
user-0006,53,view,2026-04-02T15:29:20Z
user-0006,,search,2026-04-02T15:30:37Z
user-0006,45,view,2026-04-02T15:31:38Z
user-0006,18,view,2026-04-02T15:32:21Z
user-0006,29,click,2026-04-02T15:33:30Z
user-0006,17,add_to_cart,2026-04-02T15:33:45Z
user-0006,2,view,2026-04-02T15:34:31Z
user-0006,44,click,2026-04-02T15:34:47Z
user-0006,5,add_to_cart,2026-04-02T15:36:05Z
user-0006,49,view,2026-04-02T15:36:44Z
user-0006,42,click,2026-04-02T15:37:11Z
user-0006,,search,2026-04-02T15:38:12Z
user-0006,,browse_recommended,2026-04-02T15:38:40Z
user-0006,32,view,2026-04-02T15:39:40Z
user-0006,27,click,2026-04-02T15:39:56Z
user-0006,7,view,2026-04-02T15:40:43Z
user-0006,45,click,2026-04-02T15:41:08Z
user-0006,26,view,2026-04-02T15:42:16Z
user-0007,,browse_products,2026-04-01T18:01:29Z
user-0007,,search,2026-04-01T18:02:14Z
user-0007,21,view,2026-04-01T18:02:51Z
user-0007,50,click,2026-04-01T18:03:10Z
user-0007,21,add_to_cart,2026-04-01T18:04:06Z
user-0007,,checkout,2026-04-01T18:05:35Z
user-0007,21,purchase,2026-04-01T18:06:49Z
user-0007,,browse_products,2026-04-01T18:07:18Z
user-0007,4,view,2026-04-01T18:08:43Z
user-0007,9,click,2026-04-01T18:09:14Z
user-0007,45,view,2026-04-01T18:09:55Z
user-0007,41,click,2026-04-01T18:11:02Z
user-0007,,browse_recommended,2026-04-01T18:12:24Z
user-0007,1,view,2026-04-01T18:12:49Z
user-0007,15,click,2026-04-01T18:14:04Z
user-0007,8,view,2026-04-01T18:14:23Z
user-0007,15,add_to_cart,2026-04-01T18:15:50Z
user-0007,,checkout,2026-04-01T18:16:32Z
user-0007,15,purchase,2026-04-01T18:17:11Z
user-0007,,search,2026-04-01T18:18:16Z
user-0007,59,view,2026-04-01T18:18:39Z
user-0007,57,click,2026-04-01T18:20:00Z
user-0007,,browse_recommended,2026-04-01T18:20:22Z
user-0007,55,view,2026-04-01T18:21:02Z
user-0007,51,click,2026-04-01T18:22:00Z
user-0007,1,view,2026-04-01T18:23:09Z
user-0007,1,add_to_cart,2026-04-01T18:23:50Z
user-0007,43,view,2026-04-01T18:25:10Z
user-0007,15,add_to_cart,2026-04-01T18:26:17Z
user-0007,,checkout,2026-04-01T18:27:30Z
user-0007,15,purchase,2026-04-01T18:28:17Z
user-0007,,browse_recommended,2026-04-01T18:29:20Z
user-0007,15,view,2026-04-01T18:29:55Z
user-0007,48,click,2026-04-01T18:30:52Z
user-0007,51,add_to_cart,2026-04-01T18:31:57Z
user-0007,,search,2026-04-01T18:32:51Z
user-0007,,browse_recommended,2026-04-01T18:34:19Z
user-0007,,browse_recommended,2026-04-01T18:35:27Z
user-0007,38,view,2026-04-01T18:35:48Z
user-0007,43,add_to_cart,2026-04-01T18:36:35Z
user-0007,,checkout,2026-04-01T18:36:52Z
user-0007,15,purchase,2026-04-01T18:37:55Z
user-0007,,browse_recommended,2026-04-01T18:38:52Z
user-0007,17,view,2026-04-01T18:39:06Z
user-0007,26,view,2026-04-01T18:39:54Z
user-0008,,browse_products,2026-04-02T05:55:54Z
user-0008,,search,2026-04-02T05:57:07Z
user-0008,21,view,2026-04-02T05:58:00Z
user-0008,46,click,2026-04-02T05:59:25Z
user-0008,21,add_to_cart,2026-04-02T06:00:32Z
user-0008,,checkout,2026-04-02T06:01:56Z
user-0008,21,purchase,2026-04-02T06:02:09Z
user-0008,,browse_recommended,2026-04-02T06:02:43Z
user-0008,7,view,2026-04-02T06:04:09Z
user-0008,20,click,2026-04-02T06:05:10Z
user-0008,51,view,2026-04-02T06:05:18Z
user-0008,24,click,2026-04-02T06:05:30Z
user-0008,34,view,2026-04-02T06:06:30Z
user-0008,51,view,2026-04-02T06:07:27Z
user-0008,6,click,2026-04-02T06:07:55Z
user-0008,,browse_recommended,2026-04-02T06:09:18Z
user-0008,32,view,2026-04-02T06:10:42Z
user-0008,30,click,2026-04-02T06:12:01Z
user-0008,17,view,2026-04-02T06:13:27Z
user-0008,52,click,2026-04-02T06:14:57Z
user-0008,,search,2026-04-02T06:16:01Z
user-0008,29,view,2026-04-02T06:17:15Z
user-0008,,search,2026-04-02T06:18:04Z
user-0008,28,view,2026-04-02T06:18:47Z
user-0008,20,click,2026-04-02T06:19:24Z
user-0008,,search,2026-04-02T06:19:54Z
user-0008,25,view,2026-04-02T06:21:00Z
user-0008,19,click,2026-04-02T06:22:18Z
user-0008,54,view,2026-04-02T06:23:00Z
user-0008,1,click,2026-04-02T06:24:29Z
user-0008,,browse_recommended,2026-04-02T06:25:46Z
user-0008,,browse_recommended,2026-04-02T06:25:57Z
user-0008,,browse_products,2026-04-02T06:27:05Z
user-0008,15,view,2026-04-02T06:27:46Z
user-0008,51,add_to_cart,2026-04-02T06:29:08Z
user-0008,,checkout,2026-04-02T06:30:34Z
user-0008,21,purchase,2026-04-02T06:31:11Z
user-0008,,search,2026-04-02T06:32:36Z
user-0008,51,view,2026-04-02T06:34:03Z
user-0008,24,click,2026-04-02T06:35:04Z
user-0008,19,view,2026-04-02T06:35:25Z
user-0008,24,add_to_cart,2026-04-02T06:36:11Z
user-0008,,checkout,2026-04-02T06:36:41Z
user-0008,,browse_recommended,2026-04-02T06:37:55Z
user-0008,59,view,2026-04-02T06:38:46Z
user-0008,6,add_to_cart,2026-04-02T06:39:25Z
user-0008,,search,2026-04-02T06:40:31Z
user-0008,22,view,2026-04-02T06:41:13Z
user-0008,5,click,2026-04-02T06:41:32Z
user-0008,51,add_to_cart,2026-04-02T06:41:55Z
user-0008,,search,2026-04-02T06:42:50Z
user-0008,51,view,2026-04-02T06:44:06Z
user-0008,35,click,2026-04-02T06:45:01Z
user-0008,44,view,2026-04-02T06:45:21Z
user-0008,53,view,2026-04-02T06:45:59Z
user-0008,,search,2026-04-02T06:47:25Z
user-0008,31,view,2026-04-02T06:47:43Z
user-0008,36,view,2026-04-02T06:47:51Z
user-0008,,search,2026-04-02T06:48:37Z
user-0008,41,view,2026-04-02T06:49:10Z
user-0008,,search,2026-04-02T06:50:14Z
user-0009,,browse_products,2026-04-08T17:17:26Z
user-0009,,search,2026-04-08T17:17:48Z
user-0009,3,view,2026-04-08T17:17:58Z
user-0009,32,click,2026-04-08T17:18:41Z
user-0009,3,add_to_cart,2026-04-08T17:19:00Z
user-0009,,checkout,2026-04-08T17:19:35Z
user-0009,3,purchase,2026-04-08T17:20:48Z
user-0009,,search,2026-04-08T17:21:40Z
user-0009,,browse_products,2026-04-08T17:22:04Z
user-0009,32,view,2026-04-08T17:23:32Z
user-0009,18,click,2026-04-08T17:24:55Z
user-0009,32,add_to_cart,2026-04-08T17:25:04Z
user-0009,,checkout,2026-04-08T17:26:05Z
user-0009,,browse_recommended,2026-04-08T17:26:40Z
user-0009,,browse_recommended,2026-04-08T17:26:57Z
user-0009,42,view,2026-04-08T17:27:49Z
user-0009,18,click,2026-04-08T17:28:39Z
user-0009,,search,2026-04-08T17:29:08Z
user-0009,14,view,2026-04-08T17:30:11Z
user-0009,2,view,2026-04-08T17:31:38Z
user-0009,18,add_to_cart,2026-04-08T17:31:49Z
user-0009,14,click,2026-04-08T17:32:10Z
user-0009,,browse_recommended,2026-04-08T17:32:23Z
user-0009,14,view,2026-04-08T17:33:38Z
user-0009,10,click,2026-04-08T17:34:12Z
user-0009,55,view,2026-04-08T17:35:33Z
user-0009,,search,2026-04-08T17:35:56Z
user-0009,12,view,2026-04-08T17:37:10Z
user-0009,2,view,2026-04-08T17:37:29Z
user-0009,51,click,2026-04-08T17:37:50Z
user-0009,3,add_to_cart,2026-04-08T17:38:25Z
user-0009,,checkout,2026-04-08T17:38:52Z
user-0009,14,add_to_cart,2026-04-08T17:39:13Z
user-0009,31,view,2026-04-08T17:39:32Z
user-0009,18,add_to_cart,2026-04-08T17:40:34Z
user-0009,,checkout,2026-04-08T17:41:36Z
user-0009,18,purchase,2026-04-08T17:42:59Z
user-0009,,search,2026-04-08T17:44:10Z
user-0009,31,view,2026-04-08T17:44:18Z
user-0009,7,click,2026-04-08T17:45:14Z
user-0009,51,add_to_cart,2026-04-08T17:46:21Z
user-0009,21,click,2026-04-08T17:46:35Z
user-0009,9,view,2026-04-08T17:47:57Z
user-0009,38,view,2026-04-08T17:48:37Z
user-0009,12,add_to_cart,2026-04-08T17:49:52Z
user-0009,,checkout,2026-04-08T17:51:13Z
user-0009,51,purchase,2026-04-08T17:52:16Z
user-0010,,browse_products,2026-04-10T08:34:44Z
user-0010,,search,2026-04-10T08:36:12Z
user-0010,57,view,2026-04-10T08:37:40Z
user-0010,47,click,2026-04-10T08:38:55Z
user-0010,47,add_to_cart,2026-04-10T08:39:27Z
user-0010,,checkout,2026-04-10T08:40:29Z
user-0010,47,purchase,2026-04-10T08:41:03Z
user-0010,,browse_products,2026-04-10T08:41:59Z
user-0010,17,view,2026-04-10T08:42:58Z
user-0010,,search,2026-04-10T08:43:50Z
user-0010,54,view,2026-04-10T08:44:55Z
user-0010,7,click,2026-04-10T08:45:10Z
user-0010,,browse_recommended,2026-04-10T08:46:02Z
user-0010,36,view,2026-04-10T08:47:18Z
user-0010,8,click,2026-04-10T08:48:34Z
user-0010,43,view,2026-04-10T08:49:31Z
user-0010,57,add_to_cart,2026-04-10T08:50:30Z
user-0010,23,view,2026-04-10T08:51:11Z
user-0010,14,view,2026-04-10T08:51:29Z
user-0010,15,view,2026-04-10T08:51:53Z
user-0010,36,click,2026-04-10T08:52:11Z
user-0010,18,view,2026-04-10T08:53:03Z
user-0010,28,click,2026-04-10T08:54:21Z
user-0010,,search,2026-04-10T08:55:37Z
user-0010,42,view,2026-04-10T08:57:01Z
user-0010,60,click,2026-04-10T08:58:17Z
user-0010,,browse_recommended,2026-04-10T08:59:46Z
user-0010,18,view,2026-04-10T09:00:25Z
user-0010,,search,2026-04-10T09:01:09Z
user-0010,56,view,2026-04-10T09:01:58Z
user-0010,26,view,2026-04-10T09:02:21Z
user-0010,41,click,2026-04-10T09:02:34Z
user-0010,34,view,2026-04-10T09:02:42Z
user-0010,30,click,2026-04-10T09:03:14Z
user-0010,20,view,2026-04-10T09:04:02Z
user-0010,26,add_to_cart,2026-04-10T09:04:48Z
user-0010,,checkout,2026-04-10T09:06:09Z
user-0010,26,purchase,2026-04-10T09:06:20Z
user-0010,,browse_products,2026-04-10T09:06:31Z
user-0010,32,view,2026-04-10T09:07:32Z
user-0010,18,click,2026-04-10T09:08:54Z
user-0010,54,add_to_cart,2026-04-10T09:09:26Z
user-0010,,checkout,2026-04-10T09:10:15Z
user-0010,54,purchase,2026-04-10T09:10:56Z
user-0010,,browse_recommended,2026-04-10T09:12:08Z
user-0010,39,view,2026-04-10T09:12:41Z
user-0010,20,click,2026-04-10T09:12:53Z
user-0011,,browse_products,2026-04-10T01:32:08Z
user-0011,,search,2026-04-10T01:32:50Z
user-0011,8,view,2026-04-10T01:33:36Z
user-0011,32,click,2026-04-10T01:33:41Z
user-0011,8,add_to_cart,2026-04-10T01:34:41Z
user-0011,,checkout,2026-04-10T01:35:02Z
user-0011,8,purchase,2026-04-10T01:35:55Z
