row_type,node_key,neo_id,labels,source_key,source_neo_id,source_labels,source_props,target_key,target_neo_id,target_labels,target_props,rel_type,display,props
EDGE,,,,User:2,8,User,"{""id"": ""2""}",Product:45,9,Product,"{""id"": 45}",ADDED_TO_CART,,"{""w"": 10.0}"
EDGE,,,,User:2,8,User,"{""id"": ""2""}",Product:55,12,Product,"{""id"": 55}",ADDED_TO_CART,,"{""w"": 5.0}"
EDGE,,,,User:2,8,User,"{""id"": ""2""}",Product:57,14,Product,"{""id"": 57}",ADDED_TO_CART,,"{""w"": 5.0}"
EDGE,,,,User:1,11,User,"{""id"": ""1""}",Product:45,9,Product,"{""id"": 45}",ADDED_TO_CART,,"{""w"": 25.0}"
EDGE,,,,User:1,11,User,"{""id"": ""1""}",Product:55,12,Product,"{""id"": 55}",ADDED_TO_CART,,"{""w"": 15.0}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:55,12,Product,"{""id"": 55}",Category:11,13,Category,"{""id"": 11, ""name"": ""Shoes""}",IN_CATEGORY,,{}
EDGE,,,,Product:57,14,Product,"{""id"": 57}",Category:12,15,Category,"{""id"": 12, ""name"": ""Bags""}",IN_CATEGORY,,{}
EDGE,,,,Product:56,17,Product,"{""id"": 56}",Category:11,13,Category,"{""id"": 11, ""name"": ""Shoes""}",IN_CATEGORY,,{}
EDGE,,,,Product:54,18,Product,"{""id"": 54}",Category:10,19,Category,"{""id"": 10, ""name"": ""Clothing""}",IN_CATEGORY,,{}
EDGE,,,,Product:53,20,Product,"{""id"": 53}",Category:10,19,Category,"{""id"": 10, ""name"": ""Clothing""}",IN_CATEGORY,,{}
EDGE,,,,Product:52,21,Product,"{""id"": 52}",Category:10,19,Category,"{""id"": 10, ""name"": ""Clothing""}",IN_CATEGORY,,{}
EDGE,,,,Product:51,22,Product,"{""id"": 51}",Category:8,23,Category,"{""id"": 8, ""name"": ""Non-fiction""}",IN_CATEGORY,,{}
EDGE,,,,Product:50,24,Product,"{""id"": 50}",Category:9,25,Category,"{""id"": 9, ""name"": ""Children""}",IN_CATEGORY,,{}
EDGE,,,,Product:49,26,Product,"{""id"": 49}",Category:8,23,Category,"{""id"": 8, ""name"": ""Non-fiction""}",IN_CATEGORY,,{}
EDGE,,,,Product:48,27,Product,"{""id"": 48}",Category:8,23,Category,"{""id"": 8, ""name"": ""Non-fiction""}",IN_CATEGORY,,{}
EDGE,,,,Product:47,28,Product,"{""id"": 47}",Category:7,29,Category,"{""id"": 7, ""name"": ""Fiction""}",IN_CATEGORY,,{}
EDGE,,,,Product:46,30,Product,"{""id"": 46}",Category:7,29,Category,"{""id"": 7, ""name"": ""Fiction""}",IN_CATEGORY,,{}
EDGE,,,,Product:44,31,Product,"{""id"": 44}",Category:6,32,Category,"{""id"": 6, ""name"": ""Accessories""}",IN_CATEGORY,,{}
EDGE,,,,Product:43,33,Product,"{""id"": 43}",Category:6,32,Category,"{""id"": 6, ""name"": ""Accessories""}",IN_CATEGORY,,{}
EDGE,,,,Product:42,34,Product,"{""id"": 42}",Category:6,32,Category,"{""id"": 6, ""name"": ""Accessories""}",IN_CATEGORY,,{}
EDGE,,,,Product:41,35,Product,"{""id"": 41}",Category:6,32,Category,"{""id"": 6, ""name"": ""Accessories""}",IN_CATEGORY,,{}
EDGE,,,,Product:40,36,Product,"{""id"": 40}",Category:5,37,Category,"{""id"": 5, ""name"": ""Audio""}",IN_CATEGORY,,{}
EDGE,,,,Product:39,38,Product,"{""id"": 39}",Category:5,37,Category,"{""id"": 5, ""name"": ""Audio""}",IN_CATEGORY,,{}
EDGE,,,,Product:38,39,Product,"{""id"": 38}",Category:4,40,Category,"{""id"": 4, ""name"": ""Smartwatch""}",IN_CATEGORY,,{}
EDGE,,,,Product:37,41,Product,"{""id"": 37}",Category:4,40,Category,"{""id"": 4, ""name"": ""Smartwatch""}",IN_CATEGORY,,{}
EDGE,,,,Product:36,42,Product,"{""id"": 36}",Category:3,43,Category,"{""id"": 3, ""name"": ""Tablet""}",IN_CATEGORY,,{}
EDGE,,,,Product:35,44,Product,"{""id"": 35}",Category:3,43,Category,"{""id"": 3, ""name"": ""Tablet""}",IN_CATEGORY,,{}
EDGE,,,,Product:34,45,Product,"{""id"": 34}",Category:3,43,Category,"{""id"": 3, ""name"": ""Tablet""}",IN_CATEGORY,,{}
EDGE,,,,Product:33,46,Product,"{""id"": 33}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:32,48,Product,"{""id"": 32}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:31,49,Product,"{""id"": 31}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:30,50,Product,"{""id"": 30}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:29,51,Product,"{""id"": 29}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:28,52,Product,"{""id"": 28}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:27,53,Product,"{""id"": 27}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:26,54,Product,"{""id"": 26}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:25,55,Product,"{""id"": 25}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:24,56,Product,"{""id"": 24}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:23,57,Product,"{""id"": 23}",Category:6,32,Category,"{""id"": 6, ""name"": ""Accessories""}",IN_CATEGORY,,{}
EDGE,,,,Product:22,58,Product,"{""id"": 22}",Category:6,32,Category,"{""id"": 6, ""name"": ""Accessories""}",IN_CATEGORY,,{}
EDGE,,,,Product:21,59,Product,"{""id"": 21}",Category:6,32,Category,"{""id"": 6, ""name"": ""Accessories""}",IN_CATEGORY,,{}
EDGE,,,,Product:20,60,Product,"{""id"": 20}",Category:5,37,Category,"{""id"": 5, ""name"": ""Audio""}",IN_CATEGORY,,{}
EDGE,,,,Product:19,61,Product,"{""id"": 19}",Category:5,37,Category,"{""id"": 5, ""name"": ""Audio""}",IN_CATEGORY,,{}
EDGE,,,,Product:18,62,Product,"{""id"": 18}",Category:5,37,Category,"{""id"": 5, ""name"": ""Audio""}",IN_CATEGORY,,{}
EDGE,,,,Product:17,63,Product,"{""id"": 17}",Category:4,40,Category,"{""id"": 4, ""name"": ""Smartwatch""}",IN_CATEGORY,,{}
EDGE,,,,Product:16,64,Product,"{""id"": 16}",Category:4,40,Category,"{""id"": 4, ""name"": ""Smartwatch""}",IN_CATEGORY,,{}
EDGE,,,,Product:15,65,Product,"{""id"": 15}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:14,66,Product,"{""id"": 14}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:13,67,Product,"{""id"": 13}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:12,68,Product,"{""id"": 12}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:11,69,Product,"{""id"": 11}",Category:3,43,Category,"{""id"": 3, ""name"": ""Tablet""}",IN_CATEGORY,,{}
EDGE,,,,Product:10,70,Product,"{""id"": 10}",Category:3,43,Category,"{""id"": 3, ""name"": ""Tablet""}",IN_CATEGORY,,{}
EDGE,,,,Product:9,71,Product,"{""id"": 9}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:8,72,Product,"{""id"": 8}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:7,73,Product,"{""id"": 7}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:6,74,Product,"{""id"": 6}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:5,75,Product,"{""id"": 5}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:4,76,Product,"{""id"": 4}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:3,77,Product,"{""id"": 3}",Category:2,47,Category,"{""id"": 2, ""name"": ""Laptop""}",IN_CATEGORY,,{}
EDGE,,,,Product:2,78,Product,"{""id"": 2}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,Product:1,79,Product,"{""id"": 1}",Category:1,10,Category,"{""id"": 1, ""name"": ""Smartphone""}",IN_CATEGORY,,{}
EDGE,,,,User:1,0,User,"{""id"": 1}",Query:tôi muốn mua điện thoại thông minh,1,Query,"{""text"": ""tôi muốn mua điện thoại thông minh""}",SEARCHED,,"{""w"": 1.0}"
EDGE,,,,User:1,0,User,"{""id"": 1}",Query:tôi muốn mua laptop gaming,2,Query,"{""text"": ""tôi muốn mua laptop gaming""}",SEARCHED,,"{""w"": 3.0}"
EDGE,,,,User:1,0,User,"{""id"": 1}",Query:tôi muốn mua laptop,3,Query,"{""text"": ""tôi muốn mua laptop""}",SEARCHED,,"{""w"": 2.0}"
EDGE,,,,User:1,0,User,"{""id"": 1}",Query:chơi game,5,Query,"{""text"": ""chơi game""}",SEARCHED,,"{""w"": 1.0}"
EDGE,,,,User:1,0,User,"{""id"": 1}",Query:tôi muốn mua điện thoại apple,80,Query,"{""text"": ""tôi muốn mua điện thoại apple""}",SEARCHED,,"{""w"": 1.0}"
EDGE,,,,User:2,4,User,"{""id"": 2}",Query:tôi muốn mua laptop,3,Query,"{""text"": ""tôi muốn mua laptop""}",SEARCHED,,"{""w"": 1.0}"
EDGE,,,,User:2,4,User,"{""id"": 2}",Query:chơi game,5,Query,"{""text"": ""chơi game""}",SEARCHED,,"{""w"": 1.0}"
EDGE,,,,User:2,4,User,"{""id"": 2}",Query:tôi muốn mua điện thoại,6,Query,"{""text"": ""tôi muốn mua điện thoại""}",SEARCHED,,"{""w"": 1.0}"
EDGE,,,,User:2,4,User,"{""id"": 2}",Query:tôi muốn mua tai nghe,7,Query,"{""text"": ""tôi muốn mua tai nghe""}",SEARCHED,,"{""w"": 1.0}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Product:55,12,Product,"{""id"": 55}",SIMILAR,,"{""score"": 0.6521956415610418}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Product:38,39,Product,"{""id"": 38}",SIMILAR,,"{""score"": 0.708322958555495}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Product:37,41,Product,"{""id"": 37}",SIMILAR,,"{""score"": 0.733302028966852}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Product:26,54,Product,"{""id"": 26}",SIMILAR,,"{""score"": 0.7397655646477727}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Product:22,58,Product,"{""id"": 22}",SIMILAR,,"{""score"": 0.7953195253045926}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Product:19,61,Product,"{""id"": 19}",SIMILAR,,"{""score"": 0.7213720240708623}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Product:7,73,Product,"{""id"": 7}",SIMILAR,,"{""score"": 0.7994059430985072}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Product:6,74,Product,"{""id"": 6}",SIMILAR,,"{""score"": 0.819015615176297}"
EDGE,,,,Product:45,9,Product,"{""id"": 45}",Product:1,79,Product,"{""id"": 1}",SIMILAR,,"{""score"": 0.7747425886003428}"
EDGE,,,,Product:55,12,Product,"{""id"": 55}",Product:45,9,Product,"{""id"": 45}",SIMILAR,,"{""score"": 0.6521956415610418}"
EDGE,,,,Product:55,12,Product,"{""id"": 55}",Product:56,17,Product,"{""id"": 56}",SIMILAR,,"{""score"": 0.6883275797320144}"
EDGE,,,,Product:55,12,Product,"{""id"": 55}",Product:53,20,Product,"{""id"": 53}",SIMILAR,,"{""score"": 0.6831043736625791}"
EDGE,,,,Product:55,12,Product,"{""id"": 55}",Product:52,21,Product,"{""id"": 52}",SIMILAR,,"{""score"": 0.6804600928249928}"
EDGE,,,,Product:55,12,Product,"{""id"": 55}",Product:20,60,Product,"{""id"": 20}",SIMILAR,,"{""score"": 0.6761124163462694}"
EDGE,,,,Product:57,14,Product,"{""id"": 57}",Product:56,17,Product,"{""id"": 56}",SIMILAR,,"{""score"": 0.6768744348765999}"
EDGE,,,,Product:57,14,Product,"{""id"": 57}",Product:54,18,Product,"{""id"": 54}",SIMILAR,,"{""score"": 0.6450642031189089}"
EDGE,,,,Product:57,14,Product,"{""id"": 57}",Product:53,20,Product,"{""id"": 53}",SIMILAR,,"{""score"": 0.6451501280317409}"
EDGE,,,,Product:57,14,Product,"{""id"": 57}",Product:52,21,Product,"{""id"": 52}",SIMILAR,,"{""score"": 0.677102589538614}"
EDGE,,,,Product:57,14,Product,"{""id"": 57}",Product:17,63,Product,"{""id"": 17}",SIMILAR,,"{""score"": 0.6581151345676101}"
EDGE,,,,Product:56,17,Product,"{""id"": 56}",Product:55,12,Product,"{""id"": 55}",SIMILAR,,"{""score"": 0.6883275797320144}"
EDGE,,,,Product:56,17,Product,"{""id"": 56}",Product:57,14,Product,"{""id"": 57}",SIMILAR,,"{""score"": 0.6768744348765999}"
EDGE,,,,Product:56,17,Product,"{""id"": 56}",Product:54,18,Product,"{""id"": 54}",SIMILAR,,"{""score"": 0.6554341154307176}"
EDGE,,,,Product:56,17,Product,"{""id"": 56}",Product:53,20,Product,"{""id"": 53}",SIMILAR,,"{""score"": 0.6739588633709933}"
EDGE,,,,Product:56,17,Product,"{""id"": 56}",Product:52,21,Product,"{""id"": 52}",SIMILAR,,"{""score"": 0.6549135024476088}"
EDGE,,,,Product:54,18,Product,"{""id"": 54}",Product:57,14,Product,"{""id"": 57}",SIMILAR,,"{""score"": 0.6450642031189089}"
EDGE,,,,Product:54,18,Product,"{""id"": 54}",Product:56,17,Product,"{""id"": 56}",SIMILAR,,"{""score"": 0.6554341154307176}"
EDGE,,,,Product:54,18,Product,"{""id"": 54}",Product:53,20,Product,"{""id"": 53}",SIMILAR,,"{""score"": 0.6419101189866697}"
EDGE,,,,Product:54,18,Product,"{""id"": 54}",Product:52,21,Product,"{""id"": 52}",SIMILAR,,"{""score"": 0.6860743725845871}"
EDGE,,,,Product:54,18,Product,"{""id"": 54}",Product:35,44,Product,"{""id"": 35}",SIMILAR,,"{""score"": 0.6467537884708945}"
EDGE,,,,Product:53,20,Product,"{""id"": 53}",Product:55,12,Product,"{""id"": 55}",SIMILAR,,"{""score"": 0.6831043736625791}"
EDGE,,,,Product:53,20,Product,"{""id"": 53}",Product:57,14,Product,"{""id"": 57}",SIMILAR,,"{""score"": 0.6451501280317409}"
EDGE,,,,Product:53,20,Product,"{""id"": 53}",Product:56,17,Product,"{""id"": 56}",SIMILAR,,"{""score"": 0.6739588633709933}"
EDGE,,,,Product:53,20,Product,"{""id"": 53}",Product:54,18,Product,"{""id"": 54}",SIMILAR,,"{""score"": 0.6419101189866697}"
EDGE,,,,Product:53,20,Product,"{""id"": 53}",Product:52,21,Product,"{""id"": 52}",SIMILAR,,"{""score"": 0.6897010195400267}"
EDGE,,,,Product:52,21,Product,"{""id"": 52}",Product:55,12,Product,"{""id"": 55}",SIMILAR,,"{""score"": 0.6804600928249928}"
EDGE,,,,Product:52,21,Product,"{""id"": 52}",Product:57,14,Product,"{""id"": 57}",SIMILAR,,"{""score"": 0.677102589538614}"
EDGE,,,,Product:52,21,Product,"{""id"": 52}",Product:56,17,Product,"{""id"": 56}",SIMILAR,,"{""score"": 0.6549135024476088}"
EDGE,,,,Product:52,21,Product,"{""id"": 52}",Product:54,18,Product,"{""id"": 54}",SIMILAR,,"{""score"": 0.6860743725845871}"
EDGE,,,,Product:52,21,Product,"{""id"": 52}",Product:53,20,Product,"{""id"": 53}",SIMILAR,,"{""score"": 0.6897010195400267}"
EDGE,,,,Product:52,21,Product,"{""id"": 52}",Product:13,67,Product,"{""id"": 13}",SIMILAR,,"{""score"": 0.6866916916041313}"
EDGE,,,,Product:51,22,Product,"{""id"": 51}",Product:50,24,Product,"{""id"": 50}",SIMILAR,,"{""score"": 0.6506679732183862}"
EDGE,,,,Product:51,22,Product,"{""id"": 51}",Product:49,26,Product,"{""id"": 49}",SIMILAR,,"{""score"": 0.6856633612624848}"
EDGE,,,,Product:51,22,Product,"{""id"": 51}",Product:48,27,Product,"{""id"": 48}",SIMILAR,,"{""score"": 0.7068504326678792}"
EDGE,,,,Product:51,22,Product,"{""id"": 51}",Product:47,28,Product,"{""id"": 47}",SIMILAR,,"{""score"": 0.6494229896418918}"
EDGE,,,,Product:51,22,Product,"{""id"": 51}",Product:46,30,Product,"{""id"": 46}",SIMILAR,,"{""score"": 0.6603451006164277}"
EDGE,,,,Product:50,24,Product,"{""id"": 50}",Product:51,22,Product,"{""id"": 51}",SIMILAR,,"{""score"": 0.6506679732183862}"
EDGE,,,,Product:50,24,Product,"{""id"": 50}",Product:49,26,Product,"{""id"": 49}",SIMILAR,,"{""score"": 0.6419330902323531}"
EDGE,,,,Product:50,24,Product,"{""id"": 50}",Product:48,27,Product,"{""id"": 48}",SIMILAR,,"{""score"": 0.661538527688458}"
EDGE,,,,Product:50,24,Product,"{""id"": 50}",Product:47,28,Product,"{""id"": 47}",SIMILAR,,"{""score"": 0.6591814504285236}"
EDGE,,,,Product:50,24,Product,"{""id"": 50}",Product:46,30,Product,"{""id"": 46}",SIMILAR,,"{""score"": 0.6865466801493574}"
EDGE,,,,Product:49,26,Product,"{""id"": 49}",Product:51,22,Product,"{""id"": 51}",SIMILAR,,"{""score"": 0.6856633612624848}"
EDGE,,,,Product:49,26,Product,"{""id"": 49}",Product:50,24,Product,"{""id"": 50}",SIMILAR,,"{""score"": 0.6419330902323531}"
EDGE,,,,Product:49,26,Product,"{""id"": 49}",Product:48,27,Product,"{""id"": 48}",SIMILAR,,"{""score"": 0.7213788336677417}"
EDGE,,,,Product:49,26,Product,"{""id"": 49}",Product:47,28,Product,"{""id"": 47}",SIMILAR,,"{""score"": 0.6510901637589427}"
EDGE,,,,Product:49,26,Product,"{""id"": 49}",Product:46,30,Product,"{""id"": 46}",SIMILAR,,"{""score"": 0.6398534966476285}"
EDGE,,,,Product:48,27,Product,"{""id"": 48}",Product:51,22,Product,"{""id"": 51}",SIMILAR,,"{""score"": 0.7068504326678792}"
EDGE,,,,Product:48,27,Product,"{""id"": 48}",Product:50,24,Product,"{""id"": 50}",SIMILAR,,"{""score"": 0.661538527688458}"
EDGE,,,,Product:48,27,Product,"{""id"": 48}",Product:49,26,Product,"{""id"": 49}",SIMILAR,,"{""score"": 0.7213788336677417}"
EDGE,,,,Product:48,27,Product,"{""id"": 48}",Product:47,28,Product,"{""id"": 47}",SIMILAR,,"{""score"": 0.682354791833249}"
EDGE,,,,Product:48,27,Product,"{""id"": 48}",Product:46,30,Product,"{""id"": 46}",SIMILAR,,"{""score"": 0.6763919858000751}"
EDGE,,,,Product:47,28,Product,"{""id"": 47}",Product:51,22,Product,"{""id"": 51}",SIMILAR,,"{""score"": 0.6494229896418918}"
EDGE,,,,Product:47,28,Product,"{""id"": 47}",Product:50,24,Product,"{""id"": 50}",SIMILAR,,"{""score"": 0.6591814504285236}"
EDGE,,,,Product:47,28,Product,"{""id"": 47}",Product:49,26,Product,"{""id"": 49}",SIMILAR,,"{""score"": 0.6510901637589427}"
EDGE,,,,Product:47,28,Product,"{""id"": 47}",Product:48,27,Product,"{""id"": 48}",SIMILAR,,"{""score"": 0.682354791833249}"
EDGE,,,,Product:47,28,Product,"{""id"": 47}",Product:46,30,Product,"{""id"": 46}",SIMILAR,,"{""score"": 0.7021725037581942}"
EDGE,,,,Product:46,30,Product,"{""id"": 46}",Product:51,22,Product,"{""id"": 51}",SIMILAR,,"{""score"": 0.6603451006164277}"
EDGE,,,,Product:46,30,Product,"{""id"": 46}",Product:50,24,Product,"{""id"": 50}",SIMILAR,,"{""score"": 0.6865466801493574}"
EDGE,,,,Product:46,30,Product,"{""id"": 46}",Product:49,26,Product,"{""id"": 49}",SIMILAR,,"{""score"": 0.6398534966476285}"
